City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Chimalpa,MX,19.4333,-99.35,43.99,89,100,4.29,overcast clouds
698,Mogadishu,SO,2.0371,45.3438,82.4,54,75,16.11,broken clouds
699,Bobo Dioulasso,BF,11.1771,-4.2979,64.54,22,0,5.35,clear sky
700,Gondanglegi,ID,-7.7479,112.0132,84.02,74,97,15.17,overcast clouds
701,Pierre,US,44.3683,-100.351,20.82,96,0,9.01,clear sky
702,Alofi,NU,-19.0595,-169.9187,78.8,89,100,5.75,overcast clouds
703,Tambacounda,SN,13.7539,-13.7586,68.0,22,0,6.91,clear sky
704,Santiago De Cao,PE,-7.9589,-79.2392,70.21,80,79,9.17,broken clouds
705,Krasnoselkup,RU,65.7,82.4667,-22.97,85,100,10.58,overcast clouds
706,Matara,LK,5.9485,80.5353,87.19,63,87,1.39,overcast clouds
707,Camacha,PT,33.0833,-16.3333,57.88,94,0,11.52,clear sky
